Symbol,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume,Market Cap
SPSC,"SPS Commerce, Inc.",NASD,Technology,Software,81.9,mid,118.68,172928,4272.48
BCPC,Balchem Corp.,NASD,Materials,Specialty Chemicals,61.3,mid,132.51,111860,4240.32
MTG,MGICInvt Corp Wis,NYSE,Financial,Mortgage Finance,64.8,mid,13.65,2245317,4231.5
ICUI,"ICU Medical, Inc.",NASD,Health Care,Medical Supplies,34.5,mid,175.92,144140,4222.08
NARI,Inari Medical Inc.,NASD,Health Care,Medical Equipment,89.6,mid,79.48,440960,4212.44
MAN,ManpowerGroup,NYSE,Consumer Discretionary,Business Training Agencies,20.1,mid,79.19,715172,4197.07
PVH,PVH Corp.,NYSE,Consumer Discretionary,Clothing & Accessories,11.3,mid,62.54,1050087,4190.18
HP,Helmerich & Payne Inc.,NYSE,Energy,Oil Equipment & Services,93.3,mid,39.79,1283454,4177.95
JHG,Janus Henderson Group plc,NYSE,Financial,Asset Managers,12,mid,24.72,949756,4152.96
TDC,Teradata Corp.,NYSE,Technology,Computer Services,59,mid,39.55,472524,4152.75
LTHM,Livent Corp.,NYSE,Materials,Specialty Chemicals,62.1,mid,23.17,2279954,4147.43
UAA,"Under Armour, Inc.",NYSE,Consumer Discretionary,Clothing & Accessories,1.9,mid,8.96,5271270,4139.52
SRCL,"Stericycle, Inc.",NASD,Industrial,Waste & Disposal Services,22.7,mid,44.95,171703,4135.4
ELY,Callaway Golf Co.,NYSE,Consumer Discretionary,Recreational Products,58.1,mid,22.3,1255300,4125.5
SJI,"South Jersey Inds, Inc.",NYSE,Utilities,Gas Distribution,94.3,mid,33.8,764298,4123.6
OLLI,Ollie's Bargain Outlet Holdings Inc.,NASD,Consumer Discretionary,Broadline Retailers,97.8,mid,66.5,2059389,4123
NJR,New Jersey Resources Corp.,NYSE,Utilities,Gas Distribution,77.6,mid,42.91,264316,4119.36
KRG,Kite Realty Group Trust,NYSE,Real Estate,Retail REITs,53.6,mid,18.75,958943,4106.25
GEF,Greif Bros. Corp.,NYSE,Materials,Containers & Packaging,92.5,mid,68.14,141252,4088.4
HWC,Hancock Whitney Corp.,NASD,Financial,Banks,59.5,mid,47.45,417513,4080.7
ONTO,Onto Innovation Inc,NYSE,Technology,Semiconductors,79.6,mid,81.35,527998,4067.5
FNB,F.N.B. Corp.,NYSE,Financial,Banks,56.7,mid,11.58,3572602,4064.58
SAM,Boston Beer Co. Cl A,NYSE,Consumer Staples,Brewers,16.7,mid,336.18,296285,4034.16
TNDM,"Tandem Diabetes Care, Inc.",NASD,Health Care,Medical Equipment,4.6,mid,62.89,1058765,4024.96
PNM,Public Services Co. New Mexico,NYSE,Utilities,Conventional Electricity,71.9,mid,46.73,315252,4018.78
NSP,"Insperity, Inc.",NYSE,Consumer Discretionary,Business Training Agencies,83.9,mid,105.59,150064,4012.42
VIR,Vir Biotechnology Inc.,NASD,Health Care,Biotechnology,77.2,mid,30.16,411587,3981.12
HBI,"HanesBrands, Inc.",NYSE,Consumer Discretionary,Clothing & Accessories,21.2,mid,11.39,3398894,3975.11
CHX,ChampionX Corporation,NASD,Energy,Oil Equipment & Services,29,mid,19.57,1550743,3972.71
CROX,"Crocs, Inc.",NASD,Consumer Discretionary,Footwear,21.3,mid,63.89,2316109,3961.18
KSS,Kohls Corp.,NYSE,Consumer Discretionary,Apparel Retailers,2.5,mid,30.9,1801435,3955.2
DEI,Douglas Emmett Inc.,NYSE,Real Estate,Industrial & Office REITs,10.6,mid,22.4,1045706,3942.4
JWN,"Nordstrom, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,87.4,mid,24.48,5510880,3941.28
MANT,ManTech Intl Corp.,NASD,Industrial,Defense,93.8,mid,95.84,224222,3929.44
AVNT,Avient Corporation,NYSE,Materials,Commodity Chemicals,36.8,mid,43.13,261949,3924.83
EVR,Evercore Partners Inc.,NYSE,Financial,Asset Managers,22.1,mid,95.69,286749,3923.29
MMS,"Maximus, Inc.",NYSE,Industrial,Business Support Services,34.8,mid,64.24,417275,3918.64
CBT,Cabot Corp.,NYSE,Materials,Specialty Chemicals,93.9,mid,69.93,345720,3916.08
ZD,"Ziff Davis, Inc.",NASD,Communication Services,Internet,38.1,mid,83.25,281813,3912.75
FLS,Flowserve Corp.,NYSE,Industrial,Industrial Machinery,53.8,mid,29.84,635425,3909.04
SITM,SiTime Corp.,NASD,Technology,Semiconductors,61.4,mid,186,130954,3906
VNT,Vontier Corporation,NYSE,Technology,Electronic Equipment,35.2,mid,24.1,547727,3880.1
EPR,Entertainment Prop Trust,NYSE,Real Estate,Diversified REITs,91.1,mid,51.55,319180,3866.25
FOXF,Fox Factory Holding Corp.,NASD,Consumer Discretionary,Recreational Products,24.9,mid,91.64,226514,3848.88
INDB,Independent Bank Corp.,NASD,Financial,Banks,75.7,mid,81.63,163790,3836.61
UMPQ,Umpqua Holdings Corp.,NASD,Financial,Banks,52.3,mid,17.6,752072,3819.2
R,"Ryder System, Inc.",NYSE,Industrial,Transportation Services,67.2,mid,74.71,370568,3810.21
SMTC,Semtech Corp.,NASD,Technology,Semiconductors,40.7,mid,60.13,282413,3788.19
TNL,Travel + Leisure Co.,NYSE,Consumer Discretionary,Hotels,37.3,mid,44.17,648503,3754.45
DOC,Physicians Realty Trust,NYSE,Real Estate,Specialty REITs,43.9,mid,16.57,4064339,3728.25
KEX,Kirby Corp.,NYSE,Industrial,Marine Transportation,62.7,mid,61.98,204958,3718.8
ASO,Academy Sports and Outdoors Inc.,NASD,Consumer Discretionary,Specialty Retailers,96,mid,43.57,1097239,3703.45
STAA,STAAR Surgical Co.,NASD,Health Care,Medical Equipment,78.4,mid,76.83,388462,3687.84
CVBF,CVB Financial Corp.,NASD,Financial,Banks,93.3,mid,26.1,1014542,3680.1
ABG,Asbury Automotive Group Inc.,NYSE,Consumer Discretionary,Specialty Retailers,64.2,mid,167.1,163233,3676.2
JBT,John Bean Technologies Corp.,NYSE,Industrial,Industrial Machinery,38.7,mid,114.45,149806,3662.4
FELE,"Franklin Electric Co., Inc.",NASD,Industrial,Industrial Machinery,73.3,mid,79.38,152467,3651.48
SEM,Select Medical Holdings Corp.,NYSE,Health Care,Health Care Providers,92,mid,27.71,471434,3630.01
CNX,CNX  Resources Corp.,NYSE,Energy,Coal,90.1,mid,18.56,2226684,3619.2
DORM,"Dorman Products, Inc.",NASD,Consumer Discretionary,Auto Parts,94.6,mid,116.73,157524,3618.63
SR,Spire Inc.,NYSE,Utilities,Gas Distribution,68.3,mid,69.57,247915,3617.64
LANC,Lancaster Colony Corp.,NASD,Consumer Staples,Food Products,24.3,mid,129.03,107783,3612.84
AIT,Applied Industrial Technologies Inc.,NYSE,Industrial,Industrial Suppliers,59.6,mid,94.62,153933,3595.56
HIW,"Highwoods Properties, Inc.",NYSE,Real Estate,Industrial & Office REITs,20.2,mid,34.24,863358,3595.2
MLI,Mueller Industries Inc.,NYSE,Industrial,Industrial Machinery,96.2,mid,63.05,487501,3593.85
MRCY,Mercury Systems Inc.,NASD,Technology,Computer Hardware,79.9,mid,61.84,186061,3586.72
AGO,Assured Guaranty Ltd.,NYSE,Financial,Property-Casualty Insurance,76.5,mid,55.78,245309,3569.92
FLR,Fluor Corp.,NYSE,Industrial,Heavy Construction,86,mid,25.07,792331,3559.94
ALRM,"Alarm.com Holdings, Inc.",NASD,Technology,Software,82.1,mid,71.11,204214,3555.5
CBU,"Community Bank Sys, Inc.",NYSE,Financial,Banks,57.5,mid,65.79,145386,3552.66
SXT,Sensient Technologies Corp.,NYSE,Materials,Specialty Chemicals,70.5,mid,84.27,273584,3539.34
MATX,"Matson, Inc.",NYSE,Industrial,Marine Transportation,80.4,mid,85.94,345794,3523.54
PRFT,"Perficient, Inc.",NASD,Technology,Computer Services,80.3,mid,100.62,178898,3521.7
WD,Walker & Dunlop Inc.,NYSE,Financial,Mortgage Finance,39.4,mid,105.49,119634,3481.17
PK,Park Hotels & Resorts Inc.,NYSE,Real Estate,Hotel & Lodging REITs,26.4,mid,14.91,1820322,3474.03
DIOD,Diodes Inc.,NASD,Technology,Semiconductors,65.1,mid,77.07,244487,3468.15
GPS,"Gap, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,5.8,mid,9.37,5868054,3448.16
SMPL,The Simply Good Foods Co.,NASD,Consumer Staples,Food Products,32.8,mid,34.33,966447,3433
GATX,GATX Corp.,NYSE,Industrial,Commercial Vehicles,50.5,mid,95.01,225956,3420.36
AJRD,"Aerojet Rocketdyne Holdings, Inc.",NYSE,Industrial,Defense,76.2,mid,42.53,1774555,3402.4
UCBI,"United Community Banks, Inc.",NASD,Financial,Banks,59.8,mid,32.08,594479,3400.48
CYTK,Cytokinetics Inc.,NASD,Health Care,Biotechnology,86.3,mid,39.5,1005753,3397
UNF,Unifirst Corp.,NYSE,Industrial,Business Support Services,85.2,mid,188.37,73635,3390.66
KFY,Korn Ferry Intl,NYSE,Consumer Discretionary,Business Training Agencies,74.2,mid,63.86,320230,3384.58
SBRA,Sabra Healthcare REIT Inc.,NASD,Real Estate,Specialty REITs,86.8,mid,14.65,977837,3384.15
HAE,Haemonetics Corp.,NYSE,Health Care,Medical Supplies,94.2,mid,66.27,252927,3379.77
AEL,American Equity Investment Life Holding Company,NYSE,Financial,Life Insurance,41.1,mid,36.11,425529,3358.23
GT,Goodyear Tire & Rubber Co.,NASD,Consumer Discretionary,Tires,9.4,mid,11.87,2640199,3347.34
FN,Fabrinet,NYSE,Technology,Electrical Components,50,mid,90.26,172222,3339.62
BRBR,Bellring Brands Inc,NYSE,Consumer Staples,Food Products,79,mid,24.49,721330,3330.64
VC,Visteon Corp.,NASD,Consumer Discretionary,Auto Parts,91.6,mid,118.91,294161,3329.48
VIAV,Viavi Solutions Inc.,NASD,Technology,Telecom Equipment,55.5,mid,14.59,1274916,3326.52
ALE,Allete Inc.,NYSE,Utilities,Conventional Electricity,43.4,mid,58.12,292535,3312.84
TMHC,Taylor Morrison Home Corp.,NYSE,Consumer Discretionary,Home Construction,77,mid,27.58,1338933,3309.6
FUL,H. B. Fuller Co.,NYSE,Materials,Specialty Chemicals,37,mid,62.39,182888,3306.67
TTEC,"TTEC Holdings, Inc.",NASD,Industrial,Business Support Services,47.8,mid,70.25,83893,3301.75
HELE,Helen of Troy Ltd.,NASD,Consumer Discretionary,Durable Household Products,3.8,mid,137.41,295125,3297.84
CRI,Carter Holdings Inc.,NYSE,Consumer Discretionary,Clothing & Accessories,66.9,mid,82.23,569106,3289.2
FIX,"Comfort Systems U S A, Inc.",NYSE,Industrial,Business Support Services,85,mid,91.28,100319,3286.08
AEIS,"Advanced Energy Industries, Inc.",NASD,Technology,Semiconductors,86.7,mid,86.11,183960,3272.18
SLG,SL Green Realty Corp.,NYSE,Real Estate,Industrial & Office REITs,7.5,mid,48.04,1212468,3266.72
LCII,LCI Industries Inc.,NYSE,Consumer Discretionary,Recreational Products,90.2,mid,130.04,187290,3251
PCH,PotlatchDeltic Corp.,NASD,Real Estate,Specialty REITs,43.5,mid,47.06,300217,3247.14
LIVN,LivaNova PLC,NASD,Health Care,Medical Supplies,16.3,mid,61.25,431049,3246.25
PACW,PacWest Bancorp,NASD,Financial,Banks,6.8,mid,27.56,2925855,3224.52
WING,Wingstop Inc.,NASD,Consumer Discretionary,Restaurants & Bars,74.7,mid,106.74,716945,3202.2
NSIT,"Insight Enterprises, Inc.",NASD,Technology,Computer Hardware,56.2,mid,91.36,226298,3197.6
PBF,PBF Energy Inc.,NYSE,Energy,Exploration & Production,94.8,mid,26.42,3647702,3196.82
FCFS,First Cash,NASD,Financial,Consumer Finance,49.4,mid,67.92,207530,3192.24
FORM,FormFactor Inc.,NASD,Technology,Semiconductors,80.6,mid,40.74,284887,3177.72
REZI,"Resideo Technologies, Inc.",NYSE,Consumer Discretionary,Durable Household Products,47.4,mid,21.87,426995,3171.15
FHI,"Federated Hermes, Inc.",NYSE,Financial,Asset Managers,84.6,mid,34.42,401901,3166.64
MTH,Meritage Homes Corp.,NYSE,Consumer Discretionary,Home Construction,59.4,mid,85.41,413429,3160.17
ACIW,ACI Worldwide Inc.,NASD,Technology,Software,37.7,mid,27.45,483218,3156.75
MXL,MaxLinear Inc.,NASD,Technology,Semiconductors,28.1,mid,40.41,693403,3151.98
BHF,"Brighthouse Financial, Inc.",NASD,Financial,Life Insurance,20.8,mid,42.01,358754,3150.75
MMSI,"Merit Medical Systems, Inc.",NASD,Health Care,Medical Supplies,55.3,mid,55.13,323470,3142.41
BLKB,Blackbaud Inc.,NASD,Technology,Software,42.7,mid,59.2,290780,3137.6
ENOV,Enovis Corporation,NYSE,Industrial,Industrial Machinery,23.7,mid,58.06,219075,3135.24
PZZA,"Papa Johns Intl, Inc.",NASD,Consumer Discretionary,Restaurants & Bars,25.1,mid,86.76,406290,3123.36
BKU,Bankunited Inc.,NYSE,Financial,Banks,59.6,mid,38.05,1239551,3120.1
HRMY,Harmony Biosciences Holdings Inc.,NASD,Health Care,Biotechnology,97.7,mid,52.59,266141,3102.81
CATY,"Cathay Bancorp, Inc.",NASD,Financial,Banks,65.9,mid,41.27,141732,3095.25
HI,Hillenbrand Inc.,NYSE,Consumer Discretionary,Special Consumer Services,64.7,mid,42.74,248205,3077.28
BOH,Bank of Hawaii Corp.,NYSE,Financial,Banks,49.7,mid,76.92,150283,3076.8
PGNY,Progyny Inc.,NASD,Health Care,Health Care Providers,43.3,mid,33.42,504752,3074.64
JBGS,JBG SMITH Properties,NYSE,Real Estate,Real Estate Development,45.3,mid,24.75,817619,3069
CWT,California Water Services Group,NYSE,Utilities,Water,66.7,mid,56.83,170138,3068.82
CALX,Calix Networks Inc.,NYSE,Technology,Computer Services,92.9,mid,47.2,756495,3068
PPBI,"Pacific Premier Bancorp, Inc.",NASD,Financial,Banks,41.7,mid,32.26,406302,3064.7
CNMD,CONMED Corp.,NYSE,Health Care,Medical Supplies,29.6,mid,102.15,232608,3064.5
ARNC,Arconic Corporation,NYSE,Industrial,Industrial Suppliers,60.6,mid,28.85,583962,3058.1
AAON,"AAON, Inc.",NASD,Industrial,Building Materials,62,mid,57.63,138809,3054.39
NEU,NewMarket Corp.,NYSE,Materials,Specialty Chemicals,43.1,mid,304.61,19659,3046.1
COOP,Mr. Cooper Group Inc.,NASD,Financial,Banks,68.7,mid,41.16,512955,3045.84
KMPR,Kemper Corp.,NYSE,Financial,Full Line Insurance,26.8,mid,47.57,239783,3044.48
LXP,Lexington Corp. Properties Trust,NYSE,Real Estate,Diversified REITs,18.8,mid,10.58,1890976,3036.46
AWR,American States Water Co.,NYSE,Utilities,Water,54.7,mid,81.81,104618,3026.97
ETRN,Equitrans Midstream Corp.,NYSE,Energy,Integrated Oil & Gas,19.7,mid,6.98,3177052,3022.34
ENV,Envestnet Inc.,NYSE,Communication Services,Internet,16.2,mid,54.89,398553,3018.95
FHB,"First Hawaiian, Inc.",NASD,Financial,Banks,35.5,mid,23.48,493705,3005.44
BANF,BancFirst Corp.,NASD,Financial,Banks,89.4,mid,90.89,87779,2999.37
LOPE,Grand Canyon Education Inc.,NASD,Consumer Discretionary,Special Consumer Services,85.8,mid,93.68,297552,2997.76
CCOI,"Cogent Communications Holdings, Inc.",NASD,Communication Services,Internet,77.1,mid,62.45,181911,2997.6
EPRT,"Essential Properties Realty Trust, Inc.",NYSE,Real Estate,Diversified REITs,54.6,mid,22.83,683651,2990.73
PDCO,Patterson Dental Co.,NASD,Health Care,Medical Supplies,85.6,mid,30.82,537799,2989.54
KLIC,"Kulicke and Soffa Industries, Inc.",NASD,Technology,Semiconductors,78.1,mid,50.66,928174,2988.94
SITC,SITE Centers Corp.,NYSE,Real Estate,Retail REITs,55.7,mid,13.95,1057993,2985.3
SFM,Sprouts Farmers Market Inc.,NASD,Consumer Staples,Food Retailers,60.7,mid,27.07,1545766,2977.7
SPWR,SunPower Corp.,NASD,Technology,Renewable Energy Equipment,35.3,mid,17.01,1728883,2959.74
GPI,Group I Automotive Inc.,NYSE,Consumer Discretionary,Specialty Retailers,65.4,mid,173.55,300950,2950.35
CORT,Corcept Therapeutics Inc.,NASD,Health Care,Pharmaceuticals,99,mid,27.82,382962,2948.92
ADNT,Adient plc,NYSE,Consumer Discretionary,Auto Parts,14.8,mid,31,1045971,2945
AMEH,"Apollo Medical Holdings, Inc",NASD,Health Care,Health Care Providers,93.2,mid,52.52,374860,2941.12
OFC,"Corporate Office Properties Trust, LP",NYSE,Real Estate,Industrial & Office REITs,65.3,mid,26.25,423517,2940
ATI,Allegheny Technologies,NYSE,Materials,Steel,84.8,mid,23.68,1951371,2936.32
AVA,Avista Corp.,NYSE,Utilities,Multiutilities,46,mid,40.77,331776,2935.44
TRUP,"Trupanion, Inc.",NASD,Financial,Property-Casualty Insurance,45.8,mid,71.59,262002,2935.19
ABCB,Ameris Bancorp,NASD,Financial,Banks,41.2,mid,42.53,200845,2934.57
PBH,Prestige Consumer Healthcare Inc.,NYSE,Health Care,Pharmaceuticals,79.5,mid,58.67,159592,2933.5
IBTX,Independent Bank Group Inc.,NASD,Financial,Banks,54.5,mid,69.82,145312,2932.44
NWE,NorthWestern Corp.,NASD,Utilities,Conventional Electricity,38.2,mid,54.12,578210,2922.48
TWNK,"Hostess Brands, Inc.",NASD,Consumer Staples,Food Products,82,mid,21.17,705158,2921.46
GHC,Graham Holdings Company,NYSE,Consumer Discretionary,Special Consumer Services,64.9,mid,580.68,7833,2903.4
DY,"Dycom Industries, Inc.",NYSE,Technology,Telecom Equipment,89.1,mid,96.73,337486,2901.9
SFNC,Simmons First National Corp.,NASD,Financial,Banks,22.2,mid,22.14,1011643,2900.34
CVET,Covetrus Inc.,NASD,Technology,Software,87.4,mid,20.69,1141290,2896.6
ASB,Associated Banc-Corp.,NYSE,Financial,Banks,37,mid,19.3,1380402,2895
ABM,"ABM Industries, Inc.",NYSE,Industrial,Business Support Services,62.9,mid,43.13,440760,2889.71
SIG,Signet Jewelers Ltd.,NYSE,Consumer Discretionary,Apparel Retailers,33.2,mid,61.28,492562,2880.16
PTEN,"Patterson-UTI Energy, Inc.",NASD,Energy,Oil Equipment & Services,85.3,mid,13.32,2645009,2877.12
FBP,First Bancorp,NYSE,Financial,Banks,79.7,mid,14.48,1848130,2867.04
KBH,KB Home,NYSE,Consumer Discretionary,Home Construction,41.2,mid,32.13,1749421,2859.57
VSH,"Vishay Intertech, Inc.",NYSE,Technology,Electrical Components,74.9,mid,19.83,1082991,2855.52
TCBI,"Texas Capital Bancshares, Inc.",NASD,Financial,Banks,51.6,mid,55.66,1162105,2838.66
CRVL,CorVel Corp.,NASD,Health Care,Health Care Providers,60.8,mid,157.07,55396,2827.26
CVLT,CommVault Systems Inc.,NASD,Technology,Software,50.8,mid,62.37,179656,2806.65
SHOO,"Steven Madden, Ltd.",NASD,Consumer Discretionary,Footwear,44.5,mid,34.98,701826,2798.4
SONO,Sonos Inc.,NASD,Technology,Electronic Equipment,49.3,mid,21.84,1903603,2795.52
BDC,Belden Inc.,NYSE,Technology,Electrical Components,93.6,mid,63.32,170805,2786.08
WSFS,WSFS Financial Corp.,NASD,Financial,Banks,42.1,mid,42.65,196977,2772.25
JBLU,JetBlue Airways Corp.,NASD,Industrial,Airlines,6,mid,8.61,10436012,2763.81
EVTC,"Evertec, Inc.",NYSE,Financial,Financial Administration,42.8,mid,37.83,179494,2723.76
IBP,Installed Building Products Inc.,NYSE,Industrial,Heavy Construction,66.6,mid,93.83,219531,2721.07
WERN,"Werner Enterprises, Inc.",NASD,Industrial,Trucking,70.2,mid,41.71,369576,2711.15
IIPR,"Innovative Industrial Properties, Inc.",NYSE,Real Estate,Real Estate Development,1.2,mid,96.73,352188,2708.44
SANM,Sanmina Corp.,NASD,Technology,Electrical Components,91.4,mid,44.36,254577,2705.96
RMBS,"Rambus, Inc.",NASD,Technology,Semiconductors,77.3,mid,24.45,592909,2689.5
WLY,"John Wiley & Sons, Inc.",NYSE,Communication Services,Publishing,48.8,mid,47.93,174317,2684.08
VSCO,Victoria's Secret & Co.,NYSE,Consumer Discretionary,Apparel Retailers,6.2,mid,32.33,1001920,2683.39
KWR,Quaker Chemical Corp.,NYSE,Materials,Specialty Chemicals,17.9,mid,148.6,56542,2674.8
OMI,Owens & Minor Inc. Holding Co.,NYSE,Health Care,Medical Supplies,41.3,mid,35.09,556748,2666.84
NUVA,"NuVasive, Inc.",NASD,Health Care,Medical Equipment,48.5,mid,51.26,333954,2665.52
FULT,Fulton Financial Corp.,NASD,Financial,Banks,70.8,mid,15.95,1658269,2663.65
CALM,"Cal-Maine Foods, Inc.",NASD,Consumer Staples,Food Products,96.3,mid,54,1699899,2646
AIN,Albany Intl Corp.,NYSE,Industrial,Industrial Machinery,69.3,mid,82.3,87744,2633.6
FWRD,Forward Air Corp.,NASD,Industrial,Delivery Services,71.7,mid,97.4,130321,2629.8
TRIP,"TripAdvisor, Inc.",NASD,Communication Services,Internet,8.5,mid,18.78,1447955,2629.2
BMI,"Badger Meter, Inc.",NYSE,Technology,Electronic Equipment,85.3,mid,90.56,224686,2626.24
FL,"Foot Locker, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,11.2,mid,27.6,1303079,2622
IBOC,International Bancshares Corp.,NASD,Financial,Banks,68.1,mid,41.59,101174,2620.17
MDC,"MDC Holdings, Inc.",NYSE,Consumer Discretionary,Home Construction,42.4,mid,36.81,773688,2613.51
BCO,Brink's Co.,NYSE,Industrial,Business Support Services,18.3,mid,55.41,337507,2604.27
SPXC,SPX Corp.,NYSE,Industrial,Industrial Machinery,88.1,mid,56.61,157540,2604.06
CPE,Callon Petroleum Co. Del,NYSE,Energy,Exploration & Production,22,mid,41.95,1967009,2600.9
ENS,EnerSys Inc.,NYSE,Technology,Electrical Components,37.7,mid,63.28,107227,2594.48
EYE,"National Vision Holdings, Inc.",NASD,Consumer Discretionary,Specialty Retailers,39.9,mid,31.99,887372,2591.19
JJSF,J&J Snack Foods Corp.,NASD,Consumer Staples,Food Products,44.2,mid,136.27,63382,2589.13
MTOR,"Meritor, Inc.",NYSE,Industrial,Commercial Vehicles,96.8,mid,36.35,1555910,2580.85
IPAR,"Inter Parfums, Inc.",NASD,Consumer Staples,Personal Products,75.1,mid,80.52,167782,2576.64
ESAB,ESAB Corporation,NYSE,Industrial,Industrial Suppliers,,,42.91,174053,2574.6
MOG/A,"Moog, Inc.",NYSE,Industrial,Aerospace,73,mid,80.41,110875,2573.12
SAFE,"Safety, Income & Growth, Inc.",NYSE,Real Estate,Specialty REITs,15.9,mid,41.15,118137,2551.3
HUBG,"Hub Group, Inc.",NASD,Industrial,Transportation Services,61.7,mid,72.8,249192,2548
WDFC,WD-40 Co.,NASD,Consumer Staples,Nondurable Home Products,23.6,mid,181.39,73596,2539.46
XRX,Xerox Holdings Corp.,NASD,Technology,Computer Services,26.9,mid,16.3,1597170,2526.5
LGIH,"LGI Homes, Inc.",NASD,Consumer Discretionary,Home Construction,68.9,mid,105.2,321568,2524.8
NGVT,Ingevity Corp.,NYSE,Materials,Specialty Chemicals,44.6,mid,64.1,118306,2499.9
BCC,Boise Cascade Co.,NYSE,Industrial,Building Materials,53.9,mid,64,199544,2496
PCRX,Pacira Pharmaceuticals Inc.,NASD,Health Care,Pharmaceuticals,31.1,mid,55.43,579880,2494.35
PEB,Pebblebrook Hotel Trust,NYSE,Real Estate,Hotel & Lodging REITs,36.3,mid,19,1644690,2489
JOE,St Joe Corp.,NYSE,Real Estate,Real Estate Development,38.6,mid,41.78,113044,2465.02
THS,TreeHouse Foods Inc.,NYSE,Consumer Staples,Food Products,88.8,mid,43.93,292839,2460.08
NEOG,Neogen Corp.,NASD,Health Care,Medical Supplies,6.4,mid,22.75,1288502,2457
IOSP,"Innospec, Inc.",NASD,Materials,Specialty Chemicals,80.8,mid,98.25,80196,2456.25
VICR,Vicor Corp.,NASD,Technology,Electrical Components,5.1,mid,55.82,620851,2456.08
UNFI,"United Natural Foods, Inc.",NYSE,Consumer Staples,Food Retailers,84.9,mid,42.31,253815,2453.98
ITRI,"Itron, Inc.",NASD,Technology,Electronic Equipment,66.8,mid,54.4,322840,2448
AX,"Axos Financial, Inc.",NYSE,Financial,Banks,38.9,mid,40.23,194946,2413.8
BRC,Brady Corp.,NYSE,Technology,Electronic Equipment,65,mid,47.84,183326,2392
PLXS,Plexus Corp.,NASD,Technology,Electrical Components,83.1,mid,85.29,115684,2388.12
KD,Kyndryl Holdings Inc.,NYSE,Technology,Computer Services,,,10.66,2278821,2387.84
GKOS,Glaukos Corp.,NYSE,Health Care,Medical Equipment,73.4,mid,50.58,506142,2377.26
NTCT,"NetScout Systems, Inc.",NASD,Technology,Computer Services,79.4,mid,33.39,442019,2370.69
COLB,"Columbia Banking System, Inc.",NASD,Financial,Banks,45.3,mid,29.94,813395,2365.26
TR,Tootsie Roll Industries,NYSE,Consumer Staples,Food Products,70.9,mid,34.25,81705,2363.25
ACA,"Arcosa, Inc.",NYSE,Industrial,Commercial Vehicles,64.6,mid,48.88,163275,2346.24
UNIT,Uniti Group Inc.,NASD,Real Estate,Specialty REITs,26.1,mid,9.88,936220,2341.56
SHO,"Sunstone Hotel Investors, Inc.",NYSE,Real Estate,Hotel & Lodging REITs,68.6,mid,10.89,5455475,2341.35
GCP,GCP Applied Technologies Inc.,NYSE,Materials,Specialty Chemicals,72.7,mid,31.63,487233,2340.62
CNK,Cinemark Holdings Corp.,NYSE,Consumer Discretionary,Recreational Services,95.7,sml,19.5,3443095,2340
NAVI,Navient Corp.,NASD,Financial,Consumer Finance,49.1,mid,15.74,976763,2329.52
FSS,Federal Signal Corp.,NYSE,Industrial,Commercial Vehicles,77.5,mid,37.87,234231,2310.07
ITGR,Integer Holdings Corp.,NYSE,Technology,Electrical Components,33.1,mid,69.76,205304,2302.08
MCY,Mercury General Corp.,NYSE,Financial,Property-Casualty Insurance,15.4,mid,41.77,376432,2297.35
SCL,Stepan Co.,NYSE,Materials,Specialty Chemicals,56.1,mid,104.26,66110,2293.72
CPK,Chesapeake Utilities Corp.,NYSE,Utilities,Gas Distribution,57.3,mid,126.5,73636,2277
DAN,Dana Inc.,NYSE,Consumer Discretionary,Auto Parts,29.5,mid,15.91,839704,2275.13
BFH,"Bread Financial Holdings, Inc.",NYSE,Financial,Financial Administration,32.3,sml,45.4,655589,2270
WIRE,Encore Wire Corp.,NASD,Technology,Electrical Components,67.7,mid,113.44,398388,2268.8
SSTK,"Shutterstock, Inc.",NYSE,Communication Services,Publishing,19.8,mid,62.87,249934,2263.32
MGPI,"MGP Ingredients, Inc.",NASD,Consumer Staples,Food Products,96.4,mid,102.83,160100,2262.26
CENTA,Central Garden & Pet Co.,NASD,Consumer Discretionary,Durable Household Products,57.9,mid,41.04,130775,2257.2
YELP,Yelp Inc.,NYSE,Consumer Discretionary,Special Consumer Services,77.1,sml,31.62,482225,2245.02
FCPT,"Four Corners Property Trust, Inc.",NYSE,Real Estate,Retail REITs,81.8,mid,27.87,326174,2229.6
BOOT,Boot Barn Holdings Inc.,NYSE,Consumer Discretionary,Apparel Retailers,21.6,mid,74.27,478135,2228.1
FTDR,"frontdoor, inc.",NASD,Consumer Discretionary,Special Consumer Services,51.5,sml,27.1,659859,2222.2
WOR,"Worthington Industries, Inc.",NYSE,Materials,Steel,46.2,mid,46.25,204069,2220
MAC,Macerich Co.,NYSE,Real Estate,Retail REITs,31.6,sml,10.29,1644950,2212.35
HTH,Hilltop Holdings Inc.,NYSE,Financial,Property-Casualty Insurance,34.3,mid,27.98,574923,2210.42
MLKN,"MillerKnoll, Inc.",NASD,Consumer Discretionary,Furnishings,45.1,sml,28.95,335070,2200.2
ACLS,"Axcelis Technologies, Inc.",NASD,Technology,Semiconductors,93.5,sml,66.55,555324,2196.15
